,given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,bmi,birth_year,age,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,NI_enc,hash,postcode_split
777,Janice,Lowe,F,1961-12-18,Jersey,United Kingdom,(07700) 900306,KY18 7AT,ZZ 90 19 21 T,52841880,0,O+,8.3,275.3,bachelor,27,27.12,1961,61,60-70,heavy smokers,high,overweight,19-34,Europe,b'ZZ 90 19 21 T',2a912a28f09776b8497222481afacc7b82f38b76,KY18
778,Andrea,Bentley,F,1964-10-29,Nigeria,United Kingdom,(07700)900966,M36 2RJ,ZZ 94 33 77 T,39938745,0,A+,4.0,183.8,masters,37,8.95,1964,58,50-60,heavy smokers,moderate,underweight,35-50,Africa,b'ZZ 94 33 77 T',fd623e92885d873c87bc5deea46581a0200e0b3a,M36
779,Joel,Flynn,M,1971-05-03,Nauru,United Kingdom,(07700) 900 776,M58 1YY,ZZ 124614 T,89845150,0,A+,0.8,330.4,secondary,28,9.96,1971,52,50-60,heavy smokers,low,underweight,19-34,Oceania,b'ZZ 124614 T',4c805e3ac635cd09926ab98009ba333e71816d1f,M58
780,Simon,Moore,M,1981-04-22,Bulgaria,United Kingdom,(07700)900566,BH13 1WX,ZZ 70 07 14 T,46751834,0,O+,4.9,25.7,secondary,25,46.35,1981,41,40-50,light smokers,moderate,overweight,19-34,Europe,b'ZZ 70 07 14 T',dcca07d61c46882ec955ba032a57faf19b0b0c57,BH13
781,Amy,Morris,F,1957-10-04,United States of America,United Kingdom,(07700) 900750,GY5 3RX,ZZ 877049 T,114758293,0,A-,5.4,90.8,secondary,14,38.44,1957,66,60-70,intermediate smokers,moderate,overweight,2-18,North America,b'ZZ 877049 T',83842dd91941da3361b50cd6b6faaacb55e26dfa,GY5
782,Rachael,Harding,F,1988-10-20,Ethiopia,United Kingdom,07700 900 166,N64 4WA,ZZ 04 12 22 T,65588651,0,A+,0.5,19.7,secondary,22,14.47,1988,34,30-40,light smokers,low,underweight,19-34,Africa,b'ZZ 04 12 22 T',961a7b847a130d4ef0efe5e18f1ecdb175a23401,N64
783,Ruth,Smith,F,1998-02-21,South Georgia and the South Sandwich Islands,United Kingdom,(07700) 900191,B42 5EB,ZZ240296T,53518303,0,O+,2.2,188.6,primary,14,23.41,1998,24,20-30,heavy smokers,low,healthy,2-18,South America,b'ZZ240296T',d74534e66b9fcf4bbf3f1868d9d4782cc774e860,B42
784,Christine,Brown,F,1962-09-29,India,United Kingdom,+447700 900877,BH77 9HW,ZZ 666404 T,101580461,0,O+,1.6,233.7,phD,37,21.16,1962,60,50-60,heavy smokers,low,healthy,35-50,Asia,b'ZZ 666404 T',6aead8939caeedc8418bf0b67a131afe3c37d162,BH77
785,Samantha,Kelly,F,1974-02-23,Kuwait,United Kingdom,+447700 900 964,W5T 5DA,ZZ120874T,52240999,0,B+,6.7,212.3,bachelor,31,17.91,1974,48,40-50,heavy smokers,moderate,underweight,19-34,Asia,b'ZZ120874T',c6c984a750a261e9c01ef177ac4c46814090e382,W5T
786,Shaun,Patel,M,1993-02-11,Chad,United Kingdom,+447700900121,S5H 7JB,ZZ008513T,28866653,0,O+,7.1,485.0,secondary,11,19.84,1993,30,20-30,heavy smokers,high,healthy,2-18,Africa,b'ZZ008513T',6ec77eb6d4c8240d53a0e2c755462675c3a9be15,S5H
787,Jamie,Brown,M,1983-12-12,Fiji,United Kingdom,(07700)900237,LA6 9JH,ZZ913183T,61705027,0,A+,2.7,138.1,bachelor,7,16.48,1983,40,30-40,intermediate smokers,low,underweight,2-18,Oceania,b'ZZ913183T',86a579fef27adfd98d5405fd8770d41d85697232,LA6
788,Jade,Austin,F,1961-01-25,Zimbabwe,United Kingdom,(07700) 900 649,S49 8HH,ZZ 57 61 21 T,20805188,0,B+,1.3,53.4,secondary,33,31.51,1961,61,60-70,intermediate smokers,low,overweight,19-34,Africa,b'ZZ 57 61 21 T',28750798b1e4472a657d8121a0a154d1436ff94f,S49
789,Charlie,Howell,M,1997-09-06,India,United Kingdom,07700 900296,ZE24 8DG,ZZ 110078 T,74867402,0,A+,6.9,32.6,bachelor,21,16.49,1997,26,20-30,light smokers,moderate,underweight,19-34,Asia,b'ZZ 110078 T',c37e96ede4fa0b6a4d5fe24545bdba949afe0fd4,ZE24
790,Benjamin,Hale,M,1956-11-24,Germany,United Kingdom,(07700) 900275,PA4B 4PU,ZZ 073260 T,74303571,1,A+,3.1,306.2,secondary,29,27.16,1956,66,60-70,heavy smokers,low,overweight,19-34,Europe,b'ZZ 073260 T',365066c82efafd5ee300e271184df6105f4b2c0c,PA4B
791,Liam,Johnson,M,1977-03-15,Saint Kitts and Nevis,United Kingdom,(07700) 900765,LS9 9BA,ZZ916852T,42215921,0,A+,5.3,194.8,other,32,23.88,1977,45,40-50,heavy smokers,moderate,healthy,19-34,North America,b'ZZ916852T',619daa4009a660612944dc9ea8be3d4abbff89ea,LS9
792,Harry,Watson,M,1988-01-01,United Arab Emirates,United Kingdom,+44(0)7700 900732,HX93 4TP,ZZ 14 72 93 T,97861728,0,O+,8.3,342.1,other,22,20.57,1988,35,30-40,heavy smokers,high,healthy,19-34,Asia,b'ZZ 14 72 93 T',784c3fcf4c9d1a15fe03d038bfd0e8e1e272e4cf,HX93
793,Kimberley,Day,F,1961-06-17,Peru,United Kingdom,+44(0)7700900221,NW2B 1PW,ZZ 815666 T,112357230,0,B+,6.6,431.6,primary,47,19.21,1961,61,60-70,heavy smokers,moderate,healthy,35-50,South America,b'ZZ 815666 T',5e7fa8ad2ecf8e94211fd7c281eeb4ad8407a5f3,NW2B
794,Sian,Smart,F,1987-10-25,Sudan,United Kingdom,+447700900168,L5 6JS,ZZ752085T,64454139,0,O+,2.1,146.1,secondary,50,27.21,1987,35,30-40,intermediate smokers,low,overweight,35-50,Africa,b'ZZ752085T',4f4dd7dc0cb97a6d3acfb96208ef2a740c9b7e2e,L5
795,Richard,Murphy,M,1996-08-28,Algeria,United Kingdom,07700 900 161,HP5 8QY,ZZ 054322 T,18686898,0,A+,9.3,372.3,secondary,12,32.24,1996,26,20-30,heavy smokers,high,overweight,2-18,Africa,b'ZZ 054322 T',a5ecba2e6b078f147e710e47687b57c6165d9596,HP5
796,Douglas,Barton,M,1964-12-18,Liberia,United Kingdom,07700 900210,E08 9WR,ZZ880921T,43648322,0,A+,8.1,310.3,bachelor,46,23.62,1964,58,50-60,heavy smokers,high,healthy,35-50,Africa,b'ZZ880921T',55da7e4eae97df1a9769b49afa3789b466084615,E08
797,Lorraine,Stevenson,F,2001-05-25,New Zealand,United Kingdom,+44(0)7700 900625,N47 4ZP,ZZ 375932 T,60071736,0,A+,9.2,132.2,other,13,41.11,2001,21,20-30,intermediate smokers,high,overweight,2-18,Oceania,b'ZZ 375932 T',ce7bb5322a706efb479d6c580019239f79ce0e2e,N47
798,Joe,Baker,M,1962-04-21,Heard Island and McDonald Islands,United Kingdom,+447700 900 716,B6B 7FW,ZZ 19 82 59 T,40927075,0,O+,1.6,35.8,bachelor,6,41.19,1962,60,50-60,light smokers,low,overweight,2-18,Antarctica,b'ZZ 19 82 59 T',1453e4325ec5a1e426e69c6b14ddf320189f15db,B6B
799,Craig,Marshall,M,1963-02-04,Oman,United Kingdom,(07700) 900122,N7J 9RU,ZZ823250T,102652547,0,O+,5.0,325.2,other,50,25.25,1963,60,50-60,heavy smokers,moderate,overweight,35-50,Asia,b'ZZ823250T',4c432f724d83d96b29f1994a4f7579a912e77706,N7J
800,Steven,Townsend,M,1993-08-30,Saudi Arabia,United Kingdom,+44(0)7700 900895,UB74 7QX,ZZ 889964 T,18696972,1,O+,6.6,452.9,secondary,26,41.47,1993,29,20-30,heavy smokers,moderate,overweight,19-34,Asia,b'ZZ 889964 T',c5dd85c33e57073a93b88126ea8bc21f5ec60579,UB74
801,Clare,Faulkner,F,1980-10-13,Bolivia,United Kingdom,07700 900 213,LN6X 8XA,ZZ 93 73 09 T,90201039,0,A+,2.9,22.8,bachelor,42,28.8,1980,42,40-50,light smokers,low,overweight,35-50,South America,b'ZZ 93 73 09 T',110996b33861bee573f6c9205e70ce29fd8ed6cd,LN6X
802,Judith,Connor,F,1985-09-07,Australia,United Kingdom,(07700) 900942,L29 0UQ,ZZ451683T,112791171,0,O+,3.5,18.3,phD,34,25.59,1985,38,30-40,light smokers,low,overweight,19-34,Oceania,b'ZZ451683T',12f5fb4196e056ac2d4b58da6e509c8095a214b6,L29
803,Jeremy,Smith,M,1983-03-28,Macao,United Kingdom,+447700 900267,S73 1QX,ZZ 86 53 48 T,30085228,0,A+,5.2,446.2,bachelor,20,21.32,1983,39,30-40,heavy smokers,moderate,healthy,19-34,Asia,b'ZZ 86 53 48 T',9c695919a5116b9bb4cf0acb713a5c3e85374ca9,S73
804,Tracey,Myers,F,1979-08-03,Antigua and Barbuda,United Kingdom,+44(0)7700 900406,ZE5V 0XP,ZZ 04 01 82 T,47366082,0,A+,5.9,199.1,bachelor,8,25.17,1979,44,40-50,heavy smokers,moderate,overweight,2-18,North America,b'ZZ 04 01 82 T',9b54a39c27d0e0b87fe951cd61eee341e47b6dbe,ZE5V
805,Kate,Knight,F,1962-11-26,Ecuador,United Kingdom,+44(0)7700 900645,L44 8TW,ZZ 542819 T,99165464,0,O-,5.8,37.8,secondary,49,38.52,1962,60,50-60,light smokers,moderate,overweight,35-50,South America,b'ZZ 542819 T',40b1b7978c15ea996ce8d21229a8f264791477ee,L44
806,Hilary,Jones,F,1977-06-16,Anguilla,United Kingdom,(07700)900745,S5H 5DQ,ZZ 259174 T,113418149,0,O+,1.5,348.6,secondary,22,36.01,1977,45,40-50,heavy smokers,low,overweight,19-34,North America,b'ZZ 259174 T',d5f76ac9317c5c627bb88b141b776e4d9f07fda1,S5H
807,Damien,Patel,M,1957-02-07,San Marino,United Kingdom,+447700 900 972,M6 7YR,ZZ 34 03 70 T,18735493,1,A-,1.3,467.7,other,23,18.61,1957,66,60-70,heavy smokers,low,healthy,19-34,Europe,b'ZZ 34 03 70 T',aa34764278fdaeab3e19d3800b49b7eb26008b9d,M6
808,Scott,James,M,1963-06-28,Niger,United Kingdom,07700 900098,N1J 8TZ,ZZ 48 32 07 T,23695764,0,A-,4.8,329.7,secondary,15,25.62,1963,59,50-60,heavy smokers,moderate,overweight,2-18,Africa,b'ZZ 48 32 07 T',e396fb6eb855ba37a0694a16ee44b131a730de26,N1J
809,Glen,Taylor,M,1981-05-25,United Arab Emirates,United Kingdom,07700 900538,B6G 9WG,ZZ 593867 T,77326063,0,A+,9.4,153.0,primary,5,34.87,1981,41,40-50,intermediate smokers,high,overweight,2-18,Asia,b'ZZ 593867 T',e1c448cadc39f51a6e49b9c6fbcc54766d5db4dd,B6G
810,Antony,Wright,M,1992-04-27,Cocos (Keeling) Islands,United Kingdom,(07700) 900 514,BT40 6BW,ZZ659083T,94277438,0,O+,3.2,493.1,bachelor,3,15.49,1992,30,20-30,heavy smokers,low,underweight,2-18,Asia,b'ZZ659083T',c5714b0b9277182404deb01fa9b07f2f129f1f01,BT40
811,Derek,Whitehead,M,1956-03-08,Philippines,United Kingdom,(07700) 900 374,L7A 2BH,ZZ157985T,104472408,0,O+,5.8,182.9,other,23,14.11,1956,67,60-70,heavy smokers,moderate,underweight,19-34,Asia,b'ZZ157985T',5992deda0349f013050f036f809aa201d4385281,L7A
812,Amanda,Morgan,F,1974-07-20,Swaziland,United Kingdom,+44(0)7700900957,OX9W 5RW,ZZ868644T,114291051,0,O+,5.9,194.2,secondary,7,30.76,1974,48,40-50,heavy smokers,moderate,overweight,2-18,Africa,b'ZZ868644T',ca2e35407c61495d7de07976c7fcc8436da99c96,OX9W
813,Georgia,Evans,F,1990-08-11,Dominican Republic,United Kingdom,+447700 900327,BB2 5RB,ZZ416294T,118159717,0,A+,4.9,321.2,bachelor,45,16.44,1990,33,30-40,heavy smokers,moderate,underweight,35-50,North America,b'ZZ416294T',7ef31deaf3d920adcbe8369eb096c5fdf3a33b3b,BB2
814,Bethan,Harding,F,2002-09-10,Bangladesh,United Kingdom,+447700900652,W0W 5YE,ZZ 00 05 58 T,113827785,0,A+,3.5,204.1,masters,36,30.09,2002,21,20-30,heavy smokers,low,overweight,35-50,Asia,b'ZZ 00 05 58 T',3e8285aa8d8deed414a2baba6496c6dadd2dcf2a,W0W
815,Joanna,Morrison,F,1990-06-03,South Africa,United Kingdom,+447700 900496,LL0R 8XT,ZZ 821646 T,22293484,0,O-,3.2,196.2,bachelor,35,22.45,1990,33,30-40,heavy smokers,low,healthy,35-50,Africa,b'ZZ 821646 T',81c6b0a39916050b3d3f04efddc92bc85b285298,LL0R
816,Craig,Phillips,M,1961-11-30,Haiti,United Kingdom,+44(0)7700 900 485,M6W 1EB,ZZ 842482 T,125592710,0,A+,1.7,156.6,other,6,24.57,1961,61,60-70,intermediate smokers,low,healthy,2-18,North America,b'ZZ 842482 T',01c779591593c12eb73e70cd9dbed32ca52cbb2e,M6W
817,Rachel,Lewis,F,1996-10-16,Dominican Republic,United Kingdom,07700 900866,TD6 9SX,ZZ 609390 T,64579085,0,O+,1.3,405.9,secondary,18,17.35,1996,26,20-30,heavy smokers,low,underweight,2-18,North America,b'ZZ 609390 T',abc37bd4904fb994d5d828d2d92b5c9cab4ed095,TD6
818,Alan,Clarke,M,1983-09-16,Mali,United Kingdom,(07700) 900 564,N6A 8NT,ZZ 373050 T,113695218,0,AB+,1.2,198.4,primary,33,23.01,1983,39,30-40,heavy smokers,low,healthy,19-34,Africa,b'ZZ 373050 T',de8f7d7f922de8790f9f5d091a5ad97f98032df3,N6A
819,Margaret,Shaw,F,1982-08-29,Norway,United Kingdom,(07700)900856,M99 5SN,ZZ 99 42 93 T,123588991,0,AB-,0.0,414.0,secondary,38,17.43,1982,40,30-40,heavy smokers,low,underweight,35-50,Europe,b'ZZ 99 42 93 T',9d306da3b48a8522c78b4e08283808e19dc60f8b,M99
820,Glenn,Harris,M,1981-07-04,South Georgia and the South Sandwich Islands,United Kingdom,+447700 900301,N6H 9SQ,ZZ 98 30 42 T,30697933,0,O+,7.6,47.9,phD,20,25.32,1981,42,40-50,intermediate smokers,high,overweight,19-34,South America,b'ZZ 98 30 42 T',d90cfc075fed5268bac4a8b5eefae572ae8c9c1f,N6H
821,Adrian,Elliott,M,1959-07-17,Guernsey,United Kingdom,(07700) 900841,RH0W 0XJ,ZZ 84 38 10 T,71853244,0,O+,8.5,496.8,masters,9,17.17,1959,63,60-70,heavy smokers,high,underweight,2-18,Europe,b'ZZ 84 38 10 T',22c2c4d2417ef14d0393f91bed3c69172fa3d5c4,RH0W
822,Sarah,King,F,1978-01-25,Saint Pierre and Miquelon,United Kingdom,07700 900 110,L3E 7DZ,ZZ936943T,93437978,0,A+,1.7,28.8,masters,38,27.97,1978,44,40-50,light smokers,low,overweight,35-50,North America,b'ZZ936943T',45e53b7bc1600d128c1ebbce69e456c92909be9c,L3E
823,Charlene,Gordon,F,1990-03-18,Bhutan,United Kingdom,(07700) 900289,DD9 7LZ,ZZ 17 87 02 T,75060017,0,O+,1.1,452.6,other,32,13.56,1990,32,30-40,heavy smokers,low,underweight,19-34,Asia,b'ZZ 17 87 02 T',8411e663cd2ebbb6e05491fb57e14e3c35bc7e91,DD9
824,Clifford,Robinson,M,1981-02-01,Trinidad and Tobago,United Kingdom,07700900296,E8 0GD,ZZ 076409 T,102028184,0,AB+,0.1,239.7,secondary,22,11.69,1981,42,40-50,heavy smokers,low,underweight,19-34,North America,b'ZZ 076409 T',1a3b9839f67696f78e1eeb6a82501c2e29c1653a,E8
825,Chelsea,White,F,2001-05-08,Fiji,United Kingdom,07700 900 112,UB8P 3YN,ZZ 59 85 90 T,77032784,0,O-,7.7,200.3,bachelor,36,9.12,2001,22,20-30,heavy smokers,high,underweight,35-50,Oceania,b'ZZ 59 85 90 T',918c6eb6633753650509552b1b91e4c8a9317582,UB8P
826,Justin,Faulkner,M,1995-08-12,Monaco,United Kingdom,(07700) 900489,ST6N 8WQ,ZZ 18 32 54 T,89740776,0,O+,2.3,277.9,secondary,28,19.45,1995,28,20-30,heavy smokers,low,healthy,19-34,Europe,b'ZZ 18 32 54 T',9f8f696f2f4e3847c9fd47ba1d0c7e95f508b6ce,ST6N
827,Joanne,Turner,F,2002-05-30,Nicaragua,United Kingdom,+447700 900269,SY7 3GS,ZZ100555T,13973991,0,A+,6.1,227.7,masters,2,28.47,2002,20,<20,heavy smokers,moderate,overweight,2-18,North America,b'ZZ100555T',b8999f02930e732ec577aec3abb7364d6303b402,SY7
828,Maria,Phillips,F,1995-12-21,Iceland,United Kingdom,+44(0)7700 900075,E0E 0RU,ZZ 09 36 04 T,44674324,0,A+,1.1,170.8,bachelor,49,34.15,1995,27,20-30,intermediate smokers,low,overweight,35-50,Europe,b'ZZ 09 36 04 T',8ec5b3458bf78898e3757181c68708a825794867,E0E
829,Frank,Miah,M,1971-05-31,Russian Federation,United Kingdom,+447700900140,RH3H 7FF,ZZ 74 53 69 T,43115596,0,A+,8.9,109.5,bachelor,39,15.32,1971,51,50-60,intermediate smokers,high,underweight,35-50,Europe,b'ZZ 74 53 69 T',34d956aafa35794ea34466e038818991f5001acc,RH3H
830,Emma,Stephenson,F,1971-02-27,Tuvalu,United Kingdom,+44(0)7700 900083,G6K 0XH,ZZ915891T,116593980,0,A-,5.1,65.6,secondary,47,31.63,1971,51,50-60,intermediate smokers,moderate,overweight,35-50,Oceania,b'ZZ915891T',12ae985ec8330ceab5a87eacc41e0e367677328c,G6K
831,Howard,Bryant,M,1973-12-10,Dominica,United Kingdom,+44(0)7700900474,FY9A 0UZ,ZZ 68 62 39 T,16172595,0,A+,1.9,492.8,secondary,21,36.42,1973,50,40-50,heavy smokers,low,overweight,19-34,North America,b'ZZ 68 62 39 T',d5033813a4b02c1dd80f1fd67e16d13d596db487,FY9A
832,Sarah,Davies,F,1959-09-09,Swaziland,United Kingdom,+44(0)7700 900746,NW8E 9ZX,ZZ 883415 T,25723760,0,A+,7.0,11.4,bachelor,28,13.74,1959,64,60-70,light smokers,high,underweight,19-34,Africa,b'ZZ 883415 T',851cca15794268d42985508ccb77ec77d3807387,NW8E
833,Marc,Cooper,M,1994-09-03,Denmark,United Kingdom,07700 900560,E3T 3NW,ZZ 851741 T,60196064,0,A+,1.5,336.3,secondary,31,32.98,1994,29,20-30,heavy smokers,low,overweight,19-34,Europe,b'ZZ 851741 T',a275450ead6e51fe0b73a5b33994f17b89fc18a2,E3T
834,Wayne,Hughes,M,1982-04-19,Serbia,United Kingdom,07700900799,G2 2ES,ZZ 315645 T,58700585,0,O-,7.3,26.3,other,25,22.37,1982,40,30-40,light smokers,high,healthy,19-34,Europe,b'ZZ 315645 T',01a8b692a9a091fb031447309582d78099eddf5a,G2
835,Simon,Wright,M,2000-03-07,Antigua and Barbuda,United Kingdom,07700900243,CA4 3TE,ZZ 31 52 46 T,110112503,1,A+,4.3,91.6,bachelor,2,25.55,2000,23,20-30,intermediate smokers,moderate,overweight,2-18,North America,b'ZZ 31 52 46 T',ac68cc30d01fa9ba16cb2ab16f0170c039eb691e,CA4
836,Kimberley,Marsh,F,1956-12-14,Palau,United Kingdom,07700 900540,DN1 6PF,ZZ 69 30 91 T,50155248,0,A+,1.0,257.8,other,22,21.0,1956,66,60-70,heavy smokers,low,healthy,19-34,Oceania,b'ZZ 69 30 91 T',bbaaecb6c1c958805fda7b68f8e6c7e69f0ab9e0,DN1
837,Emily,Baker,F,1983-02-16,Greece,United Kingdom,+447700 900764,W5 4TS,ZZ 80 17 58 T,64868644,0,O-,6.3,402.8,secondary,26,41.8,1983,39,30-40,heavy smokers,moderate,overweight,19-34,Europe,b'ZZ 80 17 58 T',9cdef9555aff54faa0f1989c055b2254af72784e,W5
838,Gordon,Roberts,M,1996-11-25,Dominica,United Kingdom,+447700 900713,W0U 5NP,ZZ 234520 T,59068653,0,A-,0.5,206.1,masters,27,16.14,1996,26,20-30,heavy smokers,low,underweight,19-34,North America,b'ZZ 234520 T',d3cefeefdbf4a5330f5e2da795dd1659a1606256,W0U
839,Robert,Hussain,M,1989-09-25,France,United Kingdom,+447700900127,L1 8AZ,ZZ 395597 T,34959208,0,A+,5.3,99.3,other,37,26.33,1989,33,30-40,intermediate smokers,moderate,overweight,35-50,Europe,b'ZZ 395597 T',4e618b8f048aaed7fc333ca2109fecca9d64b982,L1
840,Kyle,Miller,M,1998-08-21,South Africa,United Kingdom,(07700)900482,CV3H 0ZJ,ZZ347115T,118691990,0,O+,0.7,82.7,secondary,32,15.28,1998,24,20-30,intermediate smokers,low,underweight,19-34,Africa,b'ZZ347115T',b1f55dec74dfe04f757a8b607c48551999f1d668,CV3H
841,Gail,Gibbs,F,1959-10-18,Pakistan,United Kingdom,+447700900491,CR6A 9XW,ZZ 971840 T,84438960,0,O+,4.9,454.2,bachelor,9,14.36,1959,63,60-70,heavy smokers,moderate,underweight,2-18,Asia,b'ZZ 971840 T',c9981c41bced234fc89421f4b1b38bdac8d90771,CR6A
842,Iain,Jones,M,1995-04-25,Saint Martin,United Kingdom,07700900831,M5 4WS,ZZ209285T,83070552,0,O+,2.2,413.0,secondary,25,18.35,1995,27,20-30,heavy smokers,low,underweight,19-34,North America,b'ZZ209285T',8d53da8598db62c28c60f2c6c0cad871b5493f69,M5
843,Henry,Fox,M,1958-07-06,Lebanon,United Kingdom,07700 900638,IP28 4DB,ZZ764422T,71839006,0,O+,5.4,259.2,secondary,38,40.7,1958,65,60-70,heavy smokers,moderate,overweight,35-50,Asia,b'ZZ764422T',f54d25e295b244a1d511e45fa5ad3abece0da37b,IP28
844,Max,Clarke,M,1989-09-10,Greece,United Kingdom,(07700) 900087,CW2R 1WN,ZZ 664319 T,103470223,0,O+,2.2,371.1,secondary,25,14.89,1989,34,30-40,heavy smokers,low,underweight,19-34,Europe,b'ZZ 664319 T',6136007672c598d70dfea8df7b76e53164f9deb3,CW2R
845,Lisa,Lowe,F,1998-09-18,Philippines,United Kingdom,(07700) 900733,PA4A 3FG,ZZ 82 05 34 T,26065155,0,O+,1.5,285.8,primary,26,21.79,1998,24,20-30,heavy smokers,low,healthy,19-34,Asia,b'ZZ 82 05 34 T',6ba5b81f022800237ddad76a9c5fffa2ab0306a0,PA4A
846,Gerald,Edwards,M,1983-05-27,Oman,United Kingdom,+44(0)7700 900 151,HG4 7LB,ZZ916996T,95794295,0,A+,6.8,456.8,bachelor,32,22.9,1983,39,30-40,heavy smokers,moderate,healthy,19-34,Asia,b'ZZ916996T',dce082e5b327afc0cf5f9ec7aab0ff5fc04ba818,HG4
847,Catherine,Freeman,F,1970-04-14,Chile,United Kingdom,+447700 900634,SW2 2BE,ZZ 185396 T,48764052,0,O-,3.6,363.8,other,3,34.22,1970,52,50-60,heavy smokers,low,overweight,2-18,South America,b'ZZ 185396 T',81a3975351e1d442ec0012af6a781707c832c7e9,SW2
848,Annette,Scott,F,1973-08-06,Mongolia,United Kingdom,(07700) 900 818,MK41 8QD,ZZ 26 19 86 T,82020639,0,A+,7.5,388.7,phD,23,17.78,1973,50,40-50,heavy smokers,high,underweight,19-34,Asia,b'ZZ 26 19 86 T',83980ceedd47c7ee32cdcf2927f1edce2d7384f8,MK41
849,Jenna,Hopkins,F,1980-11-16,Aruba,United Kingdom,+44(0)7700 900131,N42 9BD,ZZ 26 09 92 T,117727438,0,O+,4.4,401.4,primary,8,19.02,1980,42,40-50,heavy smokers,moderate,healthy,2-18,North America,b'ZZ 26 09 92 T',f2a47c561bde2373e866f6511618349eaf1bfed5,N42
850,Ross,John,M,1999-04-02,China,United Kingdom,(07700) 900 608,SA2 3LJ,ZZ122429T,68348746,0,O-,4.2,33.5,secondary,22,30.51,1999,24,20-30,light smokers,moderate,overweight,19-34,Asia,b'ZZ122429T',c595bf093cb050c420ca8cd1fe26b7ad6a9d3bb2,SA2
851,Cheryl,Johnson,F,1976-07-03,Ghana,United Kingdom,+447700900615,S3U 1XY,ZZ895912T,33913520,0,A+,4.3,446.2,secondary,12,12.38,1976,47,40-50,heavy smokers,moderate,underweight,2-18,Africa,b'ZZ895912T',fd461374cb92f1d8906faa127acab978618ee401,S3U
852,Max,Hooper,M,1979-08-04,El Salvador,United Kingdom,(07700)900502,W0 4YP,ZZ 20 69 72 T,103073536,0,B+,5.7,374.6,other,23,25.49,1979,44,40-50,heavy smokers,moderate,overweight,19-34,North America,b'ZZ 20 69 72 T',f4226d99432409d2f391d3f2f2e597d69f015f2d,W0
853,Diana,Burton,F,1956-11-12,Seychelles,United Kingdom,(07700) 900 282,B9 3YL,ZZ 455659 T,54896561,0,O+,3.8,44.6,secondary,46,17.88,1956,67,60-70,intermediate smokers,low,underweight,35-50,Africa,b'ZZ 455659 T',aeb51c7d2ce00a143f026c3231176dbb09600b7a,B9
854,Daniel,Walsh,M,1958-10-16,Belgium,United Kingdom,+44(0)7700900423,SW1 6DZ,ZZ 29 49 54 T,64304807,0,A+,1.7,358.0,bachelor,27,18.12,1958,64,60-70,heavy smokers,low,underweight,19-34,Europe,b'ZZ 29 49 54 T',9626fe87681267a03d5c2de798dca8a08417af02,SW1
855,Alan,Robertson,M,1995-05-25,South Africa,United Kingdom,07700 900384,E2U 7PL,ZZ671687T,31950417,0,O-,7.6,342.1,secondary,6,30.62,1995,27,20-30,heavy smokers,high,overweight,2-18,Africa,b'ZZ671687T',ced4cbda2184cf933ed3056a73eaefa68db40839,E2U
856,Keith,Williams,M,1974-12-29,Ecuador,United Kingdom,07700 900 743,S8 8TG,ZZ714962T,86965321,0,A+,2.0,68.3,primary,32,24.43,1974,48,40-50,intermediate smokers,low,healthy,19-34,South America,b'ZZ714962T',ca5817be800884dbe6083edcfd87556823692f87,S8
857,Mohamed,Woodward,M,1974-02-11,Vietnam,United Kingdom,+44(0)7700 900717,W90 8BQ,ZZ 29 20 18 T,64240026,0,O+,1.2,307.8,bachelor,16,11.97,1974,49,40-50,heavy smokers,low,underweight,2-18,Asia,b'ZZ 29 20 18 T',6dd7341b2931c663147f192a216b1323cd9ef8af,W90
858,Melanie,Holden,F,1986-08-25,Paraguay,United Kingdom,(07700) 900001,ME4A 3QL,ZZ 72 23 72 T,61752656,0,O+,9.5,75.5,masters,22,10.82,1986,36,30-40,intermediate smokers,high,underweight,19-34,South America,b'ZZ 72 23 72 T',042a2f6b62a1d1430c40c0dd28229b2b1b86ed5d,ME4A
859,Megan,Hale,F,1961-04-16,Mauritania,United Kingdom,07700 900 317,TF32 8WY,ZZ 92 93 44 T,15832027,0,A+,7.1,5.3,secondary,29,22.12,1961,61,60-70,light smokers,high,healthy,19-34,Africa,b'ZZ 92 93 44 T',f08363660bc152262aa64988fee0df5cab7aa91a,TF32
860,Samantha,Wright,F,1975-09-07,Fiji,United Kingdom,+447700900568,SE6 3TQ,ZZ205792T,13871828,0,A+,9.8,319.2,primary,4,15.12,1975,48,40-50,heavy smokers,high,underweight,2-18,Oceania,b'ZZ205792T',069ed6bc4276bf4ff25a5527dff1b7a4664b8b30,SE6
861,Roy,Shaw,M,1978-02-12,Samoa,United Kingdom,+44(0)7700900111,OX8M 2EN,ZZ 089291 T,14151259,0,O+,8.9,213.9,masters,13,21.07,1978,45,40-50,heavy smokers,high,healthy,2-18,Oceania,b'ZZ 089291 T',7a3f7cfe39a1d856a9de216e3fa864fe9400f793,OX8M
862,Mohammad,Graham,M,1968-10-08,Iran,United Kingdom,+447700 900 911,SO1A 2SN,ZZ 726243 T,72065264,1,O+,0.3,142.9,bachelor,24,23.88,1968,55,50-60,intermediate smokers,low,healthy,19-34,Asia,b'ZZ 726243 T',6ea9fe41580587591841f2fafb7a3dba00f003c6,SO1A
